sentences,labels
Whse: 020,0
"41,468.45",0
0,0
0.563,0
19 PLTS @ 2182.55 LBS/PLT,0
DELIVER WITH APPOINTMENT ONLY,0
RECEIVING HOURS: MON-SUN 8:OOAM - 7:OOPM,0
ALL RETURNS WITHOUT RMA # WILL BE REJECTED.,0
"WITH THE EXCEPTION OF QUALITY RELATED RETURNS, RESTOCKING FEE",0
Less Discount:,0
Freight:,0
"23,346.74",0
"23,346.74",0
0,0
0,0
0,0
"US$23,346.74",0
1,0
"JUSHI USA FIBERGLASS CO., LTD",0
"3130 Bluff Rd, Suite B",0
"Columbia, SC 29209",0
(803) 722-6838,0
Sold To:,0
DSM ENGINEERING PLASTICS INC.,0
735 FOREST AVE. SUITE # 201,0
"BIRMINGHAM, Ml 48009",0
F.O.B.,0
Ship To:,0
Page:,0
0079807-IN,0
3/6/2019,0
6/4/2019,0
87418,0
2/26/2019,0
3/4/2019,0
OO-DSM,0
United States,0
4500577521-130,0
ECS 10-4.5-568H,0
CHOPPED STRAND,0
DSM ENGINEERING PLASTICS,0
TEL: 812-435-7516,0
2267 W. MILL RD,0
United States,0
Confirm To:,0
LORI MILLS,0
Terms,0
Ship VIA,0
TRUCKING,0
Unit,0
LBS,0
Ordered,0
Shipped Back Ordered,0
"41,468.45",0
Whse: 020,0
"41,468.45",0
0,0
0.563,0
19 PLTS @ 2182.55 LBS/PLT,0
DELIVER WITH APPOINTMENT ONLY,0
RECEIVING HOURS: MON-SUN 8:OOAM - 7:OOPM,0
ALL RETURNS WITHOUT RMA # WILL BE REJECTED.,0
"WITH THE EXCEPTION OF QUALITY RELATED RETURNS, RESTOCKING FEE",0
Less Discount:,0
Freight:,0
"23,346.74",0
"23,346.74",0
0,0
0,0
0,0
"US$23,346.74",0
1,0
"JUSHI USA FIBERGLASS CO., LTD",0
"3130 Bluff Rd, Suite B",0
"Columbia, SC 29209",0
(803) 722-6838,0
Sold To:,0
DSM ENGINEERING PLASTICS INC.,0
735 FOREST AVE. SUITE # 201,0
"BIRMINGHAM, Ml 48009",0
F.O.B.,0
Ship To:,0
Page:,0
0079808-IN,0
3/6/2019,0
6/4/2019,0
87461,0
2/27/2019,0
3/5/2019,0
OO-DSM,0
United States,0
4500577521-140,0
ECS 10-4.5-568H,0
CHOPPED STRAND,0
DSM ENGINEERING PLASTICS,0
TEL: 812-435-7516,0
2267 W. MILL RD,0
United States,0
Confirm To:,0
LORI MILLS,0
Terms,0
Ship VIA,0
TRUCKING,0
Unit,0
LBS,0
Ordered,0
Shipped Back Ordered,0
"41,468.45",0
Whse: 010,0
"41,468.45",0
0,0
0.563,0
19 PLTS @ 2182.55 LBS/PLT,0
DELIVER WITH APPOINTMENT ONLY,0
RECEIVING HOURS: MON-SUN 8:OOAM - 7:OOPM,0
ALL RETURNS WITHOUT RMA # WILL BE REJECTED.,0
"WITH THE EXCEPTION OF QUALITY RELATED RETURNS, RESTOCKING FEE",0
Less Discount:,0
Freight:,0
"23,346.74",0
"23,346.74",0
0,0
0,0
0,0
"US$23,346.74",0
1,0
"JUSHI USA FIBERGLASS CO., LTD",0
"3130 Bluff Rd, Suite B",0
"Columbia, SC 29209",0
(803) 722-6838,0
Sold To:,0
DSM ENGINEERING PLASTICS INC.,0
735 FOREST AVE. SUITE # 201,0
"BIRMINGHAM, Ml 48009",0
F.O.B.,0
Ship To:,0
Page:,0
0079809-IN,0
3/6/2019,0
6/4/2019,0
87462,0
2/27/2019,0
3/5/2019,0
OO-DSM,0
United States,0
4500577521-150,0
ECS 10-4.5-568H,0
CHOPPED STRAND,0
DSM ENGINEERING PLASTICS,0
TEL: 812-435-7516,0
2267 W. MILL RD,0
United States,0
Confirm To:,0
LORI MILLS,0
Terms,0
Ship VIA,0
TRUCKING,0
Unit,0
LBS,0
Ordered,0
Shipped Back Ordered,0
"41,468.45",0
Whse: 010,0
"41,468.45",0
0,0
0.563,0
19 PLTS @ 2182.55 LBS/PLT,0
DELIVER WITH APPOINTMENT ONLY,0
RECEIVING HOURS: MON-SUN 8:OOAM - 7:OOPM,0
ALL RETURNS WITHOUT RMA # WILL BE REJECTED.,0
"WITH THE EXCEPTION OF QUALITY RELATED RETURNS, RESTOCKING FEE",0
Less Discount:,0
Freight:,0
"23,346.74",0
"23,346.74",0
0,0
0,0
0,0
"US$23,346.74",0
XEROX CORPORATION,0
5500 PEARL STREET,0
"ROSEMONT, IL",0
Page 1,0
2/26/2019,0
3/18/2019,0
NS,0
Contract Number:,0
7135556-008,0
60018,0
Telephone:,0
Ship To:,0
Desc tion,0
800-854-3689,0
xerox o,0
4702006923,0
300571228,0
720881960,0
DSM ENGINEERING,0
PLASTICS,0
2267 W MILL RD,0
anti,0
135,0
U,0
MONTHLY MINIMUM CHARGES,0
SUPPLIES,0
SUPPLY CHARGES,0
rice,0
$1.00 ,0
X374760,0
$135.00 ,0
Subtotal:,0
XEROX FEDERAL IDENTIFICATION #16-0468020,0
Ota moun,0
$516.77 ,0
$135.00 ,0
$651.77 ,0
$45.63 ,0
$697.40 ,0
$0.00 ,0
$697.40 ,0
DSM ENGINEERING,0
PLASTICS,0
2267 W MILL RD,0
Xerox Corp,0
"Chicago, IL 60680-2555",0
$697.40 ,0
CN: 720881960,0
300657909,0
ElPp,0
XEROX CORPORATION,0
5500 PEARL STREET,0
"ROSEMONT, IL",0
Page 1,0
2/26/2019,0
3/18/2019,0
NS,0
Contract Number:,0
7135556-007,0
60018,0
Telephone:,0
Ship To:,0
Desc tion,0
800-854-3689,0
xerox o,0
300571248,0
720833599,0
DSM ENGINEERING,0
PLASTICS,0
45 WATERVIEW BLVD,0
"PARSIPPANY, NJ 07054",0
anti,0
rice,0
MULTIPLE,0
MONTHLY MINIMUM CHARGES,0
U,0
Subtotal:,0
Ota moun,0
$ 766.0B,0
$766.08 ,0
$15.59 ,0
$3.76 ,0
$785.43 ,0
$0.00 ,0
$785.43 ,0
XEROX FEDERAL IDENTIFICATION #16-0468020,0
DSM ENGINEERING,0
PLASTICS,0
45 WATERVIEW BLVD,0
"PARSIPPANY, NJ 07054",0
Xerox Corp,0
"Chicago, IL 60680-2555",0
$785.43 ,0
CN: 720833599,0
ElPp,0
PAGE,0
"Nippon Electric Glass America, Inc.",0
1515 E. Woodfield Road Suite 720,0
"Schaumburg, IL 60173-5468",0
"Tel. (630) 285-8500, Fax (630) 285-8510",0
"DSM ENGINEERING PLASTICS, INC.",0
E-MAIL FSS-PostOffice.DBS@DSM.COM,0
45 WATERVIEW BOULEVARD,0
"PARSIPPANY, NJ 07054-1298",0
SOLD,0
3452,0
QTY.,0
SHIP,0
APPLY TO:,0
"DSM ENGINEERING PLASTICS,",0
TEL: 812-435-7526,0
2267 WEsrr MILLS ROAD,0
USA,0
NO.,0
03/05/19 Ø3ØØ77,0
LOC.,0
w,0
SLSMN,0
USA,0
2 45ØØ577Ø9Ø-2Ø,0
. 5730,0
SHIP VIA,0
TRUCK,0
UOM,0
DISC.,0
COUPPD,0
Ppd,0
ORDER/B.O.,0
"41,887.70",0
QTY.,0
SHIP/RETURN,0
"41,887.78",0
"Chicago, IL 6 673-1282",0
ITEM NO./DESCRIPTION,0
ECSØ3T-275H,0
GLASS FIBER CHOPPED STRANDSwo,0
ECSØ3T-275H/R,0
-139079,0
ACH TRANSFERS,0
Routing No.: 071000013,0
Chase Bank,0
"Chicago, IL",0
Account No.: 685278520,0
"Nippon Electric Glass America, Inc.",0
)OMMENTS,0
19,0
90,0
"""ERMS",0
PLTS,0
FROM,0
ORIGINAL COPY,0
MISC. CHARGES,0
FREIGHT,0
"24,001.70",0
"24,001.70",0
"24,001.70",0
"24,001.70",0
"Nippon Electric Glass America, Inc.",0
1515 E. Woodfield Road Suite 720,0
"Schaumburg, IL 60173-5468",0
"Tele (630) 285-8500, Fax (630) 285-8510",0
"DSM ENGINEERING PLASTICS, INC.",0
E-MAIL FSS-PostOffice.DBS@DSM.COM,0
45 WATERVIEW BOULEVARD,0
"PARSIPPANY, NJ 07054-1298",0
75952,0
SOLD,0
3452,0
QTY.,0
SHIP,0
APPLY To:,0
"DSM ENGINEERING PLASTICS,",0
TEL: 812-435-7526,0
2267 WEST MILLS ROAD,0
USA,0
NO.,0
03/05/19 Ø3ØØ77,0
LOC. SLSMN,0
WE 3,0
USA,0
2 4500577090-30,0
SHIP VIA,0
TRUCK,0
UOM,0
DISC.,0
COUPPD,0
Ppd,0
QTY.,0
SHIP/RETURN,0
"41,887.78",0
ITEM NO./DESCRIPTION,0
ECSØ3T-275H,0
ORDER/B.O.,0
"41,887.70",0
. 5730,0
"Nippon Electri Glass America, Inc.",0
"Chicago, IL 60 73-1282",0
GLASS FIBER CHOPPED STRANDSwo,0
-139079,0
ECSØ3T-275H/R,0
ACH TRANSFERS.,0
Routing No.: 071000013,0
Chase Bank,0
"Chicago, IL",0
Account No.: 685278520,0
"Nippon Electric Glass America,",0
)OMMENTS,0
19,0
90,0
#NAME?,0
PLTS,0
FROM,0
ORIGINAL COPY,0
MISC. CHARGES,0
FREIGHT,0
"24,001.70",0
"24,ØØ1.7Ø",0
"24,ØØ1.7Ø",0
"24,001.70",0
"ACCA COMPANIES, INC.",0
4501 E. Morgan Avenue,0
Phone: 812.479.8905 / 800.477.7340,0
Fax: 812.479.8907,0
accasecretarv@email.com,0
accabasementdocter.com,0
D.S.M.,0
2267 West Mill Road,0
Quantity,0
January Pest Control,0
Description,0
1/31/2019,0
Rate,0
100,0
5973,0
Terms,0
100,0
$100.00 ,0
$0.00 ,0
$100.00 ,0
"ACCA COMPANIES, INC.",0
4501 E. Morgan Avenue,0
Phone: 812.479.8905 / 800.477.7340,0
Fax: 812.479.8907,0
accasecretarv@email.com,0
accabasementdocter.com,0
D.S.M.,0
2267 West Mill Road,0
Quantity,0
February Pest Control,0
Description,0
2/22/2019,0
Rate,0
100,0
6019,0
Terms,0
100,0
$100.00 ,0
$0.00 ,0
$100.00 ,0
se,0
innovating Logistis,0
Odyssey Logistics & Technology,0
39 Old Rd,0
"Danbury, CT 06810",0
2077-190307-00025,0
BOE ND NNA,0
3/7/2019,0
20190307-DEP.P,0
BOL No Carder,0
02413/2019 S,0
S,0
Carrier,0
CON C/O LOG ISVICS,0
2/23/2019,0
eiiled,0
Shi From,0
Or' •nCi,0
ori,0
31322,0
Dest ST,0
Deft Zi,0
S3a.62,0
534.62,0
SOUTH,0
SOUTH,0
Accrued Amt,0
$336.44 ,0
Accrued - A Rocated,0
$98.13 ,0
Odyssey Logistics & Technology,0
2077-190307-00006,0
2077-190307-00001,0
2077-190307-00002,0
se,0
39 Old Rd,0
"Danbury, CT 06810",0
innovating Logistis,0
3/7/2019,0
20190307-DEP.IN,0
BOE No NNA,0
1131983,0
1131984,0
1131987,0
"11,140.00",0
No Carrier,0
1131983,0
1131984,0
"'i 131 ""7",0
22/21 2018,0
12  1/96,0
"2,785.00",0
2 78S.OD,0
"2,785.00",0
2.785,0
"It,tao.oo",0
ccys,0
ECHS,0
Carrier,0
GtoeAL L06STECS,0
ECHO GLOBAL LOGESrlCS ENC,0
GLOBAL LOGesTbCS,0
ECHO GLOBAL LOGESTCS NC,0
343258191,0
343254261,0
34325a451,0
117 019,0
17/2013,0
Büied,0
44520,0
44520,0
Lbs,0
Shi From,0
DSM ENGINEERING PIASTEg:s,0
DSM ENGINEERING PLASTICS,0
DSM,0
oti,0
s,0
S,0
EVANSV'ELE,0
EVANSVILLE,0
EVANSVILLE,0
EVN*5V'LLE,0
ST Ort,0
47711,0
4771 t,0
47711,0
KUMPFORTZONE,0
KUMPFORTZONE,0
KUMFFORTZONE,0
DestC,0
WMERLOO,0
WATERLOO,0
WATERLOO,0
WATERLOO,0
Dest,0
tav iA2,0
N2V IA2,0
Accrued Amt,0
278%,0
2735,0
2785,0
Accrued • Allocated,0
0,0
DSM,0
ENGINEERING pusncs,0
TEV1tu,0
TEUiN CARBON,0
121 Cardiff Valtey Road,0
"Rockwood, TN 37854",0
865-3544120 Ext. 5511,0
SLS•'R.EP,0
11.25,0
(U.s. Mail),0
"Teijin Carbon America, Inc.",0
DEPT AT 952390,0
"Atlanta, GA 31192-2390",0
"DSM ENGR PLASTICS, INC.",0
2267 WEST MILL ROAD,0
UNITED STATES,0
"DSM ENGR PLASTICS, INC.",0
PSS-POSTOFFICE . DBS@DSM. COM,0
45 WATERVIEW BOULEVARD,0
PARSIPPANY NJ 07054-1298,0
(Overnight),0
Teijin Carbon Americar Inc.,0
ATTN: 952390,0
"1501 North Plano Rd, Ste.100",0
Richardsont TX 75081,0
EXPORT,0
29907,0
#NAME?,0
#NAME?,0
1,0
3/4/2019,0
4/3/2019,0
. CURRENCY,0
:o,0
O,0
:TERMS.,0
N/30,0
UNITED STATES,0
CUSÄ{ER,0
.ORDER,0
co 49447,0
C.PURCHASE :ORDER NtJ>BER,0
4500576340,0
•m.REV.,0
1,0
40500,0
SHIP NO.,0
30410,0
Carrier,0
4,0
CONWAY,0
EMAIL CONFIRMATION:,0
LORI . MILLS@DSM. COM,0
LARK BOL:,0
DEP c/o ODYSSEY LOGISTICS,0
"DEPT 25, CHARLOTTE, NC",0
28219,0
ESS-POSTOFFICE . DBS@DSM. CO,0
102J,0
HT C493,0
LOT# 180805140,0
72 CARTONS,0
"3,174.48",0
'SALES.,0
ISC. C}mRGES,0
FREIGHT,0
LB,0
•SHtp,0
3/4/2019,0
"3,174.48",0
. 000 LB,0
"35, 712.90",0
TEIJIN,0
TEUtN CARBON AMERICA.INC.,0
121 Cardiff valiey Road,0
"Rockwood, TN 37854",0
865-3544120 Ext. 5511,0
SGS.REP,0
(U.s. Mail),0
"Teijin Carbon America, Inc.",0
DEPT AT 952390,0
"Atlanta, GA 31192-2390",0
"DSM ENGR PLASTICS, INc.",0
2267 WEST MILL ROAD,0
UNITED STATES,0
"DSM ENGR PLASTICS, INC.",0
PSS-POSTOFFICE . DBS€ DSM. COM,0
45 WATERVIEW BOULEVARD,0
PARSIPPANY NJ 07054-1298,0
(Ovemight),0
Teijin Carbon America Enc.,0
ATTN: 952390,0
"1501 North PEano Rd, Ste, 100",0
"Richardson, TX 75081",0
29907,0
PAGE,0
2,0
3/4/2019,0
4/3/2019,0
S,0
s,0
o.,0
D,0
o,0
EXPORT,0
CURRENCY,0
UNITED STATES,0
'CUSTOMER',0
1,0
40500,0
C) 4 94 4 7,0
gHlP,0
TERMS,0
N/30,0
SE&LER I'.D..,0
4500576340,0
'SRIP'NO.,0
30410,0
Skip. -DATE.,0
3/4/2019,0
• VIM.,0
Carrier,0
T.'•.SÜES,0
ISC HARGE,0
CONWAY,0
"35, 712. 90",0
0,0
0,0
0,0
SHIP.,0
. 000 LB,0
S,0
"35, 712.90",0
VAL-LEN,0
Innovation. Proven values,0
122034,0
Industrial Distributon Croup,0
CUST.#,0
DSM Engineering Plastics,0
45 Waterview Bl vd,0
"Parsippany, NJ 07054",0
DSM Engineering Plastics,0
SHIP TO:,0
2267 W. Mill Road,0
NonTax,0
24V; 20A,0
1/22/2019,0
1/21/2019,0
12727466-00,0
4702027255,0
"Val len Distribution, Inc.",0
"Dallas, TX 75284-8545",0
PAGE NO.,0
1,0
VIA,0
UPS,0
QTY.,0
I-JIM,0
SHIPPED,0
1/22/2019,0
each,0
INE,0
NO.,0
1,0
1,0
#NAME?,0
UNIT,0
442 .44020,0
PRODUCT,0
AND DESCRIPTION,0
70000952,0
POWER SUPPLY DIN Rail,0
INSTRUCTIONS.,0
QUANTITY,0
ORDERED,0
1,0
QUANTITY,0
B.O.,0
QTY.,0
SHIPPED,0
1,0
1,0
EACH,0
Mount ;,0
TERMS,0
442.44,0
442.44,0
0,0
442.44,0
Last Page,0
Shipping & Handling,0
AND THE TERMS AND CONDITIONS OF SALE OTHERWISE CONTAINED HEREIN.,0
PREMIER,0
SCALES & SYSTEMS,0
MEASUREMENT SOLUTIONS,0
Premier Scales & Systems,0
4901 N Saint Joseph Ave,0
Ship To:,0
2/28/2019,0
2267 W MILL RD,0
90763,0
45 WATERVIEW BOULEVARD,0
"PARSIPPANY, NJ 07054-1298",0
90763,0
Item Code,0
LABOR,0
MISC KOP,0
1-(800) 474-9838,0
ISO / JEC 17025 Accredited,0
Terms,0
Description,0
4/29/2019,0
4702017689,0
Quantity,0
3,0
1,0
(812) 422-2986,0
LABOR,0
MISC TRUCK SUPPLIES,0
ESB003,0
Brian upon arrival.,0
out.,0
2/22/19 Found power cord was loose and also grounded,0
not have the right one so i got a pico fuse that was the,0
98,0
10,0
worked fine.,0
premier@premierscales.com,0
294,0
10,0
$304.00 ,0
$0.00 ,0
$304.00 ,0
Visit us online at:,0
www.premlerscales.com,0
"22762 Wesfreimer Parkway, Ste. 540",0
"Katy, Texas 77450",0
Phone: 281-579-1800,0
Fax: 281-579-8660,0
"DSM Engineering Plastics, Inc.",0
2267 W Mill Rd,0
Item,0
US Brokerage,0
ISF Fee,0
ACE Compliance Fee,0
Courier Service,0
Terminal Handling,0
Duty,0
MPF,0
HMT,0
2/26/2019,0
Ship to:,0
"DSM Engineering Plastics, Inc.",0
2267 W Mill Rd,0
4500538192,0
Description,0
US Brokerage,0
ISF Fee,0
ACE Compliance Fee,0
Courier Service,0
US Customs Duties,0
Merchandise Processing,0
Ha rbor Ma intenance,0
2/26/2019,0
Quantity,0
UOM,0
Terms as per the overriding exchange agreement:,0
1. Incoterms: DDP at named U.S. location,0
at named,0
U.S. port,0
135,0
40,0
20,0
25,0
25,0
450,0
"2, 169.55",0
115.62,0
41 .72,0
"3,021.89",0
"3,021.89",0
"and security against terrorism, of our overall supply chain for our imported merchandise and expect our business partners",0
"22762 Wesfreimer Parkway, Ste. 540",0
"Katy, Texas 77450",0
Phone: 281-579-1800,0
Fax: 281-579-8660,0
"DSM Engineering Plastics, Inc.",0
2267 W Mill Rd,0
Item,0
US Brokerage,0
ISF Fee,0
ACE Compliance Fee,0
Courier Service,0
Terminal Handling,0
Duty,0
MPF,0
HMT,0
2/26/2019,0
Ship to:,0
"DSM Engineering Plastics, Inc.",0
2267 W Mill Rd,0
4500567231,0
Description,0
US Brokerage,0
ISF Fee,0
ACE Compliance Fee,0
Courier Service,0
US Customs Duties,0
Merchandise Processing,0
Ha rbor Ma intenance,0
2/26/2019,0
Quantity,0
UOM,0
Terms as per the overriding exchange agreement:,0
1. Incoterms: DDP at named U.S. location,0
at named,0
U.S. port,0
135,0
40,0
20,0
25,0
25,0
450,0
"5, 130.75",0
273.43,0
98.67,0
"6, 197.85",0
"6, 197.85",0
"and security against terrorism, of our overall supply chain for our imported merchandise and expect our business partners",0
"22762 Wesfreimer Parkway, Ste. 540",0
"Katy, Texas 77450",0
Phone: 281-579-1800,0
Fax: 281-579-8660,0
"DSM Engineering Plastics, Inc.",0
2267 W Mill Rd,0
Item,0
US Brokerage,0
ISF Fee,0
ACE Compliance Fee,0
Courier Service,0
Terminal Handling,0
Duty,0
MPF,0
HMT,0
2/26/2019,0
Ship to:,0
"DSM Engineering Plastics, Inc.",0
2267 W Mill Rd,0
4500568121,0
Description,0
US Brokerage,0
ISF Fee,0
ACE Compliance Fee,0
Courier Service,0
US Customs Duties,0
Merchandise Processing,0
Ha rbor Ma intenance,0
2/26/2019,0
Quantity,0
UOM,0
Terms as per the overriding exchange agreement:,0
1. Incoterms: DDP at named U.S. location,0
at named,0
U.S. port,0
135,0
40,0
20,0
25,0
25,0
450,0
"5,695.60",0
303.53,0
109.53,0
"6,803.66",0
"6,803.66",0
"and security against terrorism, of our overall supply chain for our imported merchandise and expect our business partners",0
"22762 Wesfreimer Parkway, Ste. 540",0
"Katy, Texas 77450",0
Phone: 281-579-1800,0
Fax: 281-579-8660,0
"DSM Engineering Plastics, Inc.",0
2267 W Mill Rd,0
Item,0
US Brokerage,0
ISF Fee,0
ACE Compliance Fee,0
Courier Service,0
Terminal Handling,0
Duty,0
MPF,0
HMT,0
2/26/2019,0
Ship to:,0
"DSM Engineering Plastics, Inc.",0
2267 W Mill Rd,0
4500552038,0
Description,0
US Brokerage,0
ISF Fee,0
ACE Compliance Fee,0
Courier Service,0
US Customs Duties,0
Merchandise Processing,0
Ha rbor Ma intenance,0
2/26/2019,0
Quantity,0
UOM,0
Terms as per the overriding exchange agreement:,0
1. Incoterms: DDP at named U.S. location,0
at named,0
U.S. port,0
135,0
40,0
20,0
25,0
25,0
450,0
"1,934.33",0
106.35,0
38.38,0
"2,774.06",0
"2,774.06",0
"and security against terrorism, of our overall supply chain for our imported merchandise and expect our business partners",0
CENTURY,0
EXTRUSION,0
2412 West Aero Park Ct.,0
"Traverse City, Ml 49686",0
PH: 231-947-6400,0
FX: 231-947-8400,0
www.centuryextrusion.com,0
Century Extrusion,0
39194 Treasury Center,0
"Chicago, IL, 60694-9100",0
"DSM Engineering Plastics, Inc.",0
fss-postoffice.dbs@dsm.com,0
45 Waterview Boulevard,0
Parsippany NJ 07054,0
USA,0
Ship To:,0
"DSM Engineering Plastics, Inc.",0
2267 West Mill Road,0
1,0
2,0
UoM,0
ea,0
16.86,0
C104023,0
Thomas Urban,0
(231) 947-6400,0
thomas.urban@cpm.net,0
Larry Lutz,0
larry.lutz@dsm.com,0
Shipping Terms:,0
UPS,0
Inco Terms:,0
Backorder,0
Freight Charges:,0
FOB,0
USA,0
10247429,0
10246548,0
1,0
Description,0
8070-02.2pc Tip-Bolt (Induction Hardened,0
Collar),0
Legacy Number:,0
28807002001,0
58mm,0
Ordered,0
3,0
3,0
Qty,0
Shipped,0
3,0
3,0
7-Mar-19,0
4701970888,0
132.61,0
183.32,0
8058 60 14R 225/020 TME,0
Century Mixing Element,0
Legacy Number:,0
105860700,0
Freight:,0
Description,0
05 OUTBOUND,0
Page,0
1-Jan,0
397.83,0
549.96,0
"FOR VISA, MASTERCARD AND DISCOVER",0
Sample No.,0
s-33592,0
s-33593,0
s-33593,0
Test Title,0
D-017,0
Drying for Moisture Sensitive Materials,0
Delivery: Standard,0
Replicates: 2,0
G-331,0
POLYFLOW Blow Molding (Non-Isothermal),0
Delivery: Standard,0
Replicates: 1,0
D-017,0
Drying for Moisture Sensitive Materials,0
Delivery: Standard,0
Replicates: 2,0
Material Details,0
Akulon Fuel Lock K-X08306 BK00002,0
Akulon Fuel Lock FLE40-HP NA99001,0
Akulon Fuel Lock FLE40-HP NA99001,0
Shipping Charges:,0
250,0
1810,0
250,0
0,0
6180,0
CENTURY,0
EXTRUSION,0
2412 West Aero Park Ct.,0
"Traverse City, Ml 49686",0
PH: 231-947-6400,0
FX: 231-947-8400,0
www.centuryextrusion.com,0
Century Extrusion,0
39194 Treasury Center,0
"Chicago, IL, 60694-9100",0
"DSM Engineering Plastics, Inc.",0
fss-postoffice.dbs@dsm.com,0
45 Waterview Boulevard,0
Parsippany NJ 07054,0
USA,0
Ship To:,0
"DSM Engineering Plastics, Inc.",0
2267 West Mill Road,0
C104023,0
Thomas Urban,0
(231) 947-6400,0
thomas.urban@cpm.net,0
Cheryl Dowling,0
973-257-8008,0
cheryl.dowling@dsm.com,0
UoM,0
1,0
58mm,0
Shipping Terms:,0
UPS,0
Inco Terms:,0
Backorder,0
Freight Charges:,0
FOB,0
USA,0
10246548,0
Description,0
8058 60 14R 225/020 TME,0
Century Mixing Element,0
Ordered,0
3,0
Qty,0
Shipped,0
3,0
7-Mar-19,0
4702001947,0
183.32,0
Legacy Number:,0
105860700,0
Page,0
1-Jan,0
549.96,0
"FOR VISA, MASTERCARD AND DISCOVER",0
Weichert Workforce Mobility Inc.,0
1625 State Rt 10 East,0
Remittance Information:,0
ACH/WIRE:,0
Bank: Bank of America,0
Swift Code: BOFAUS3N,0
ABA Routing # (ACH): 0212 0033 9,0
ABA Routing # (Wires): 0260 0959 3,0
Account # 003815160941,0
"Morris Plains, NJ 07950",0
Kelly Heim,0
DSM-Engineering Plastics,0
Name,0
"Hsieh, Chien Chih",0
CHECK:,0
Attention: Accounts Receivable,0
1625 State Rt 10 East,0
"Morris Plains, NJ 07950",0
Moving Costs,0
250,0
250,0
Weichert,0
4701880631,0
0,0
0,0
250.00 2936,0
250,0
250,0
Weichert Workforce Mobility Inc.,0
Name,0
"Hsieh, Chien Chih",0
1625 State Rt 10 East,0
Remarks,0
Description,0
Financial Services -,0
NonTaxable,0
Preparation and,0
calculation of Form 8965,0
(Health Coverage Ex 03/07/2019,0
"Morris Plains, NJ 07950",0
Voucher,0
3160130,0
Weichert,0
250,0
250,0
250,0
Form InvoiceNoComponent,0
WestRock,0
Baltimore South Plant-,0
725 PITTMAN RD,0
"BALTIMORE, MD 21226-1721",0
45 WATERVIEW BLVD,0
3/1/2019,0
SHIPPED VIA,0
BOL #,0
SHIPPING TERMS,0
CPU,0
4339088142,0
CPU,0
4339034941,0
PARSIPPANY,0
NJ 07054-1298,0
USA,0
4500562355,0
C4250481,0
DSM ENGINEERING PLASTICS,0
(BALT),0
2267 W MILL RD,0
EVANSVILLE,0
"WESTROCK cp, LLC",0
14079 Collections Center Dr.,0
"Chicago, IL 60693",0
INTERNAL DIMENSIONS,0
FLUTE ECT/ TEST,0
PRODUCT DESIGN #,0
REV 5015228 45<45,0
EVANSVILLE,0
45 x 42 x 36,0
CA82,0
97684,0
P/C,0
c,0
QTY/ORD,0
600,0
304499,0
TERMS,0
QTY/SHP,0
600,0
1.10M,0
"18,331.00",0
1 ooo,0
1101 corporatear@WestRock.com. Thank you.,0
"10,998.60",0
"10,998.60",0
Form InvoiceNoComponent,0
WestRock,0
Baltimore South Plant-,0
725 PITTMAN RD,0
"BALTIMORE, MD 21226-1721",0
45 WATERVIEW BLVD,0
3/5/2019,0
SHIPPED VIA,0
BOL #,0
SHIPPING TERMS,0
CPU,0
4339088196,0
CPU,0
4339034999,0
PARSIPPANY,0
NJ 07054-1298,0
USA,0
4500578327,0
C4254917,0
DSM ENGINEERING PLASTICS,0
(BALT),0
2267 W MILL RD,0
EVANSVILLE,0
"WESTROCK cp, LLC",0
14079 Collections Center Dr.,0
"Chicago, IL 60693",0
INTERNAL DIMENSIONS,0
FLUTE ECT/ TEST,0
PRODUCT DESIGN #,0
REV 5015228 45<45,0
EVANSVILLE,0
45 x 42 x 36,0
CA82,0
97684,0
P/C,0
c,0
QTY/ORD,0
540,0
304499,0
TERMS,0
QTY/SHP,0
540,0
1.10M,0
"18,331.00",0
1 ooo,0
1101 corporatear@WestRock.com. Thank you.,0
"9,898.74",0
"9,898.74",0
Flexicon Corporation,0
2400 Emrick Blvd,0
"Bethlehem, PA 18020 8006",0
accountsReceivable@flexicon.com,0
Tel: 610-814-2400,0
Fax: 610-814-0600,0
FSS-POSTOFFICE.DBS@DSM.CO,0
45 Waterview Blvd,0
merica,0
Invoice: .,0
• 0070550,0
• 3/6/2019,0
Ship To:,0
INOO DSM ENGINEERING PLASTICS,0
2267 W Mill Rd,0
The United States of America,0
Agent 1,0
Agent 2 —,0
Agent 3,0
Ship Via,0
F.O.B.,0
Terms.....,0
GK00045,0
CP01007S,0
VPP-S,0
VBP-W-X,0
X90869,0
#NAME?,0
FEDEX PTY,0
pREpAlD,0
90869,0
Description,0
Destination....,0
GASKET STRIP 1 1/2 X 1/4 PSA BACKED OPEN CELL,0
NEOPRENE FOAM BLACK,0
PAD VIBRATOR PNEUMATIC SS,0
VIBRATOR PNEUMATIC WASHDOWN ASSY SPECIAL,0
SPECIAL ITEM,0
SPECIAL ITEM,0
Subtotal......,0
: 2803,0
Quantity,0
18,0
2,0
1 .00,0
2,0
1,0
1,0
0,0
0,0
coo,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
VALLEN,0
Industrial Distribution Grow),0
Innovation. Proven value.,0
310 Technology Pkwy NW,0
Suite 200,0
"Peachtree Corners, GA 30092",0
CUST.#: 122034,0
DSM Engineering Plastics,0
45 Water-view Blvd,0
